customer_id,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Lifestyle,Price_Sensitivity,Brand_Consciousness,Technology_Affinity,Purchase_Frequency,Average_Order_Value,Total_Spending,Recency,Discount_Usage,Campaign_Response,Engagement_Score,Segmentation
CUST_01940,Female,No,42,Yes,Executive,,Average,3.0,Cat_6,Luxury,Low,High,Very High,13.7,362.7,4973.0,3.1,17.6,1,97.7,A
CUST_01941,Female,No,50,No,Executive,10.0,High,1.0,Cat_2,Luxury,Low,Very High,Very High,17.7,204.3,3622.7,10.8,17.6,1,83.8,A
CUST_01942,Female,Yes,24,Yes,Entertainment,3.0,Low,,Cat_6,Luxury,Low,High,High,6.1,193.4,1170.7,9.3,42.0,1,79.2,B
CUST_01943,Female,Yes,30,No,Marketing,3.0,Low,3.0,Cat_6,Eco-conscious,Very High,Low,Medium,9.3,92.8,865.7,7.5,42.9,1,44.1,C
CUST_01944,Male,No,18,Yes,Artist,2.0,Low,3.0,Cat_1,Budget,High,Low,High,8.5,96.7,826.1,18.6,45.0,0,67.0,C
CUST_01945,Male,No,22,Yes,Healthcare,0.0,Low,1.0,Cat_7,Budget,Very High,Low,Low,9.6,104.5,1006.2,20.0,44.6,1,39.0,C
CUST_01946,Male,Yes,39,Yes,Entertainment,6.0,Average,4.0,Cat_3,Casual,Medium,High,Medium,6.5,120.8,789.4,15.3,37.1,1,66.5,B
CUST_01947,Female,Yes,34,No,Healthcare,4.0,Average,2.0,Cat_6,Active,Medium,High,High,6.7,214.6,1427.7,19.7,38.6,0,71.8,B
CUST_01948,Male,Yes,43,No,Executive,6.0,High,2.0,Cat_6,,Medium,Very High,Very High,13.3,375.6,5002.2,3.9,17.6,1,83.7,A
CUST_01949,Male,Yes,41,Yes,Entertainment,2.0,Average,1.0,Cat_6,Casual,Medium,High,High,12.0,189.3,2266.9,10.0,27.2,0,78.8,B
CUST_01950,Female,Yes,37,Yes,Engineer,0.0,Average,5.0,Cat_6,Casual,High,Medium,High,9.4,164.3,1543.5,9.0,19.6,0,74.0,B
CUST_01951,Female,No,51,Yes,Artist,14.0,Average,,Cat_4,Luxury,Low,High,High,12.2,283.0,3459.8,5.9,18.2,0,86.9,A
CUST_01952,Male,No,60,Yes,Executive,3.0,Average,2.0,Cat_6,Luxury,Medium,Very High,Very High,19.6,224.4,4398.0,7.9,19.1,1,95.3,A
CUST_01953,Male,No,36,Yes,Engineer,0.0,Average,1.0,Cat_6,Active,Low,Medium,High,11.2,149.1,1676.9,21.9,35.0,1,72.2,B
CUST_01954,Female,No,25,Yes,Homemaker,1.0,Average,3.0,Cat_6,Eco-conscious,Very High,Low,Medium,9.0,53.8,486.2,20.4,58.2,0,60.7,C
CUST_01955,Male,No,68,No,Homemaker,1.0,Low,2.0,Cat_6,Budget,Very High,Low,Very Low,2.4,41.8,101.5,48.4,2.0,1,33.1,D
CUST_01956,Female,No,54,No,Healthcare,3.0,Average,2.0,Cat_6,Budget,High,Low,Low,4.1,39.7,162.7,46.9,13.9,0,11.6,D
CUST_01957,Female,Yes,34,No,Homemaker,1.0,Low,3.0,Cat_1,Casual,High,Low,Medium,10.4,119.7,1244.8,16.0,47.6,1,,C
CUST_01958,Male,Yes,49,No,Entertainment,4.0,Average,3.0,Cat_6,Luxury,Low,Medium,High,15.8,176.2,2784.5,14.1,20.0,1,61.7,B
CUST_01959,Male,No,25,Yes,Artist,,Low,3.0,Cat_7,Eco-conscious,Very High,Low,High,6.7,58.3,392.5,18.4,52.8,1,54.8,C
CUST_01960,Male,Yes,27,Yes,Marketing,1.0,Average,1.0,Cat_6,Casual,Very High,Low,Medium,8.7,115.2,997.6,10.9,54.1,0,,C
CUST_01961,Male,Yes,63,No,Lawyer,6.0,High,3.0,Cat_2,Luxury,Low,High,Very High,14.7,191.2,2806.8,5.9,16.8,1,79.0,A
CUST_01962,Female,No,44,Yes,Artist,2.0,Low,3.0,Cat_6,Casual,Low,Medium,High,7.1,193.4,1365.8,18.8,11.6,1,64.2,B
CUST_01963,Male,Yes,29,No,Artist,2.0,Low,4.0,Cat_6,Budget,High,Low,Medium,8.5,91.0,771.7,22.6,46.6,0,24.8,C
CUST_01964,Male,Yes,36,Yes,Healthcare,0.0,Average,2.0,Cat_3,Casual,Medium,High,Medium,8.0,193.8,1554.6,14.6,36.6,1,80.0,B
CUST_01965,Female,No,35,No,Artist,0.0,High,2.0,Cat_6,Casual,Low,High,Medium,8.0,126.4,1006.9,12.7,25.3,1,74.1,B
CUST_01966,Male,No,31,No,Engineer,8.0,Low,3.0,Cat_3,Casual,High,Medium,High,16.3,142.2,2311.1,7.8,32.4,1,76.6,B
CUST_01967,Male,Yes,47,No,Lawyer,,Average,2.0,,Luxury,Low,Very High,Very High,13.0,289.3,3770.4,8.5,18.8,1,97.1,A
CUST_01968,Female,No,26,Yes,Engineer,3.0,Average,2.0,Cat_6,Casual,Medium,Medium,High,9.9,191.8,1903.0,13.9,24.4,1,73.5,B
CUST_01969,Female,Yes,40,No,Entertainment,3.0,Low,2.0,Cat_3,Casual,Medium,High,High,13.9,178.1,2473.7,14.1,31.5,0,64.1,B
CUST_01970,Male,Yes,57,Yes,Executive,4.0,High,2.0,Cat_6,Casual,Low,High,Very High,17.6,319.2,5617.0,5.0,11.6,1,95.7,A
CUST_01971,Male,No,51,No,Executive,4.0,Average,2.0,Cat_4,Luxury,Low,High,Very High,15.2,186.4,2842.8,8.5,25.2,1,70.6,A
CUST_01972,Male,No,48,Yes,Healthcare,0.0,Low,5.0,Cat_7,Budget,Very High,Low,Low,4.9,110.9,548.2,26.3,45.7,1,56.5,C
CUST_01973,Male,Yes,35,Yes,Entertainment,6.0,Average,2.0,Cat_3,Active,Medium,High,Medium,7.2,188.5,1365.0,13.3,37.6,0,86.9,B
CUST_01974,Male,Yes,24,Yes,Engineer,6.0,Average,3.0,Cat_6,,High,Medium,Medium,11.8,177.0,2083.8,10.9,25.2,1,75.4,B
CUST_01975,Male,Yes,37,No,Entertainment,4.0,Average,2.0,Cat_6,Luxury,Medium,High,Medium,12.1,205.4,2485.5,18.3,31.1,1,74.9,B
CUST_01976,Male,No,50,No,Artist,0.0,Low,1.0,Cat_4,Budget,High,Very Low,Very Low,3.8,41.2,157.4,20.9,17.7,0,20.1,D
CUST_01977,Female,No,43,Yes,Engineer,2.0,Average,3.0,,Active,Medium,Medium,Medium,12.5,158.8,1990.6,11.1,13.0,0,72.9,B
CUST_01978,Male,No,24,Yes,Engineer,6.0,Average,2.0,Cat_3,Casual,Medium,High,Medium,15.2,199.3,3039.2,7.1,25.3,1,69.0,B
CUST_01979,Male,Yes,40,No,Homemaker,1.0,Low,1.0,Cat_5,Budget,High,Very Low,Very Low,3.8,57.5,217.1,25.0,12.5,0,6.4,D
CUST_01980,Female,Yes,25,Yes,Healthcare,2.0,Low,2.0,Cat_7,Budget,High,Medium,High,7.8,93.0,729.9,12.5,35.9,1,55.2,C
CUST_01981,Female,Yes,38,Yes,Doctor,9.0,Average,3.0,Cat_6,Active,Medium,High,Very High,14.9,285.7,4257.8,1.6,22.8,1,85.2,A
CUST_01982,Female,Yes,28,No,Artist,0.0,Low,4.0,Cat_6,Casual,High,Low,Medium,8.1,51.7,419.8,16.4,34.3,1,65.7,C
CUST_01983,Male,Yes,48,No,Entertainment,5.0,Average,3.0,Cat_3,Casual,Low,High,Medium,10.8,151.3,1637.2,8.8,33.8,1,52.4,B
CUST_01984,Male,Yes,24,Yes,Entertainment,,Average,3.0,Cat_6,Active,Medium,Medium,High,17.1,169.2,2896.9,8.2,25.8,0,79.3,B
CUST_01985,Female,No,44,Yes,Artist,10.0,High,1.0,Cat_6,Active,Low,Very High,Very High,21.3,267.5,5693.0,5.6,22.7,0,88.6,A
CUST_01986,Male,No,43,Yes,Executive,8.0,High,1.0,Cat_6,Luxury,Low,High,High,17.8,211.8,3773.8,8.3,24.3,1,85.2,A
CUST_01987,Male,No,41,Yes,Homemaker,0.0,Low,,Cat_1,Budget,High,Low,High,9.6,115.6,1110.2,13.0,51.7,1,41.9,C
CUST_01988,Female,Yes,26,Yes,Engineer,3.0,Average,,Cat_5,Casual,Low,High,Medium,12.6,140.8,1774.7,11.1,22.5,0,79.6,B
CUST_01989,Male,Yes,47,Yes,Artist,5.0,High,2.0,Cat_3,Casual,Medium,High,High,10.9,195.8,2133.7,16.2,32.2,0,78.8,B
CUST_01990,Male,Yes,26,No,Marketing,2.0,Low,4.0,Cat_1,Budget,High,Medium,Low,3.1,83.6,255.3,17.0,35.6,1,52.6,C
CUST_01991,Male,No,27,Yes,Homemaker,0.0,Low,4.0,Cat_1,Casual,Very High,Low,Low,10.5,150.6,1577.1,21.7,60.7,0,57.2,C
CUST_01992,Male,Yes,45,Yes,Lawyer,6.0,Average,1.0,Cat_4,Luxury,Medium,Very High,Very High,15.7,214.5,3376.8,4.5,6.1,0,90.0,A
CUST_01993,Female,No,23,Yes,Homemaker,4.0,Low,4.0,Cat_7,Casual,High,Medium,Medium,5.5,70.0,386.8,16.8,47.6,0,50.1,C
CUST_01994,Male,No,56,No,Engineer,12.0,Average,3.0,Cat_6,Casual,Low,Very High,Very High,13.4,249.5,3337.8,4.5,19.9,1,87.4,A
CUST_01995,Male,No,30,Yes,Healthcare,1.0,Low,3.0,Cat_7,Eco-conscious,High,Medium,High,8.6,66.3,569.0,16.7,47.4,0,65.2,C
CUST_01996,Female,Yes,41,Yes,Healthcare,1.0,Low,4.0,Cat_1,Budget,High,Low,Low,8.1,96.4,778.2,20.5,47.3,0,52.8,C
CUST_01997,Female,Yes,72,No,Healthcare,0.0,Average,2.0,Cat_6,Casual,High,Low,Low,4.3,63.3,275.0,23.7,7.7,1,23.7,D
CUST_01998,Female,Yes,53,Yes,Executive,2.0,High,2.0,Cat_4,Luxury,Low,High,High,19.2,272.1,5228.2,5.6,14.6,1,90.0,A
CUST_01999,Male,Yes,34,Yes,Executive,8.0,High,,Cat_4,,Low,High,Very High,18.3,295.4,5396.5,9.4,18.9,1,98.4,A
CUST_02000,Male,Yes,24,Yes,Engineer,0.0,Low,4.0,Cat_5,,Medium,Medium,High,11.5,98.8,1131.2,11.5,37.9,1,72.7,B
CUST_02001,Male,Yes,42,Yes,Entertainment,,Average,,Cat_3,Luxury,Low,High,Medium,11.3,169.1,1905.8,7.6,34.5,1,74.5,B
CUST_02002,Female,No,44,No,Doctor,6.0,Average,1.0,Cat_4,Luxury,Low,High,Medium,17.4,222.4,3858.3,6.0,20.0,1,86.3,A
CUST_02003,Male,Yes,40,No,Artist,1.0,Low,1.0,Cat_4,Budget,High,Low,Low,3.9,39.1,153.3,31.2,7.8,0,30.4,D
CUST_02004,Male,Yes,33,Yes,Executive,9.0,High,2.0,Cat_6,Luxury,Low,Very High,High,15.5,357.6,5543.3,8.5,18.8,1,,A
CUST_02005,Female,Yes,37,Yes,Healthcare,4.0,High,2.0,Cat_5,Luxury,Medium,High,Medium,15.6,169.5,2649.5,14.4,27.0,0,75.8,B
CUST_02006,Male,Yes,44,Yes,Marketing,1.0,Average,3.0,Cat_6,Budget,Very High,Low,Low,8.2,120.2,987.8,19.3,64.2,1,44.8,C
CUST_02007,Male,No,37,Yes,Healthcare,2.0,Low,,Cat_3,Luxury,Low,Medium,High,8.7,213.4,1859.9,16.4,32.3,0,65.6,B
CUST_02008,Female,Yes,28,Yes,Marketing,0.0,Low,2.0,Cat_1,,High,Low,Low,10.4,94.4,985.6,13.7,42.8,1,60.2,C
CUST_02009,Male,Yes,52,No,Lawyer,11.0,Average,3.0,Cat_6,Luxury,Medium,High,Very High,18.1,263.5,4773.8,8.4,19.5,1,76.2,A
CUST_02010,Male,Yes,38,No,Entertainment,6.0,Average,1.0,Cat_6,Casual,Medium,High,High,9.0,176.7,1588.4,15.0,25.0,1,85.8,B
CUST_02011,Male,Yes,35,Yes,Executive,8.0,High,1.0,Cat_6,Active,Low,Very High,High,16.5,232.5,3834.3,8.9,19.1,0,81.5,A
CUST_02012,Male,Yes,40,Yes,Artist,4.0,Average,1.0,Cat_6,Luxury,Low,Very High,Very High,19.4,240.0,4656.1,6.8,18.8,1,94.4,A
CUST_02013,Male,Yes,64,No,Homemaker,0.0,Low,1.0,Cat_6,,Very High,Low,Very Low,2.9,35.1,102.3,38.9,3.1,0,52.1,D
CUST_02014,Male,No,54,Yes,Artist,10.0,High,2.0,Cat_2,,Medium,Very High,Very High,16.9,224.3,3794.3,9.0,10.9,0,94.4,A
CUST_02015,Male,Yes,35,Yes,Artist,4.0,Average,5.0,Cat_5,,Medium,High,High,15.0,102.4,1540.5,14.3,18.6,0,92.6,B
CUST_02016,Female,No,47,Yes,Artist,4.0,Average,4.0,Cat_6,Active,Low,High,High,10.8,198.7,2139.5,2.1,37.2,1,75.5,B
CUST_02017,Female,No,33,Yes,Artist,5.0,Low,3.0,Cat_5,Active,Low,Medium,Medium,15.0,164.9,2476.1,13.8,26.7,0,58.1,B
CUST_02018,Female,No,52,No,Healthcare,0.0,Low,2.0,,Casual,Very High,Low,Low,1.2,65.9,78.7,41.5,5.5,0,30.9,D
CUST_02019,Male,Yes,36,Yes,Artist,2.0,Average,3.0,Cat_4,Active,Low,High,High,19.9,280.4,5567.7,7.2,14.5,1,88.4,A
CUST_02020,Male,No,35,Yes,Artist,2.0,Average,5.0,Cat_1,Casual,High,Low,Low,5.9,83.0,486.9,15.1,39.1,1,58.0,C
CUST_02021,Male,No,55,No,Artist,1.0,Low,,Cat_4,Budget,High,Very Low,Low,3.8,22.0,84.6,55.1,18.0,0,20.5,D
CUST_02022,Female,Yes,38,No,Artist,0.0,Low,4.0,Cat_6,Casual,Low,Medium,High,12.6,205.8,2601.0,7.5,27.2,1,79.2,B
CUST_02023,Female,Yes,43,Yes,Healthcare,1.0,Low,1.0,Cat_6,Budget,Very High,Low,Low,4.7,43.7,205.1,32.7,12.2,0,28.2,D
CUST_02024,Male,Yes,39,Yes,Executive,4.0,Average,2.0,Cat_6,Active,Low,Very High,Very High,19.4,193.4,3744.0,3.9,13.2,1,95.7,A
CUST_02025,Male,Yes,24,Yes,Artist,5.0,High,2.0,Cat_5,Casual,High,Medium,Medium,6.9,195.9,1347.4,9.3,33.6,0,88.7,B
CUST_02026,Female,Yes,33,No,Healthcare,3.0,High,1.0,Cat_6,Casual,High,High,High,9.8,117.7,1151.3,8.1,23.3,1,,B
CUST_02027,Male,No,34,Yes,Healthcare,0.0,Low,2.0,Cat_6,Casual,High,Low,Low,8.9,79.9,714.7,14.1,40.8,1,72.5,C
CUST_02028,Female,Yes,40,No,Artist,0.0,Low,2.0,Cat_4,Budget,Very High,Low,Low,3.6,39.9,143.7,25.2,15.4,1,19.6,D
CUST_02029,Male,Yes,51,Yes,Engineer,12.0,Average,2.0,Cat_6,Luxury,Medium,High,High,15.8,312.9,4938.6,4.0,18.2,1,86.6,A
CUST_02030,Male,No,34,Yes,Marketing,3.0,Low,5.0,Cat_7,Casual,High,Low,Low,11.8,76.3,899.4,14.7,38.3,1,63.0,C
CUST_02031,Female,Yes,38,Yes,Doctor,1.0,Average,1.0,Cat_6,Luxury,Low,High,Very High,20.9,325.4,6813.4,8.0,13.2,1,90.9,A
CUST_02032,Male,No,26,No,Engineer,3.0,Average,1.0,Cat_5,Active,Low,Medium,High,10.6,129.0,1361.6,10.8,22.9,0,60.8,B
CUST_02033,Male,Yes,49,No,Entertainment,,Low,2.0,Cat_6,Active,Medium,Medium,High,14.3,160.6,2300.6,13.6,12.2,1,77.1,B
CUST_02034,Female,Yes,62,No,Healthcare,2.0,Low,1.0,Cat_4,Budget,High,Low,Low,0.5,39.2,19.6,30.4,8.9,0,34.0,D
CUST_02035,Male,No,26,Yes,Artist,2.0,Low,6.0,Cat_6,Eco-conscious,High,Low,High,6.2,77.7,482.5,8.7,39.3,1,52.5,C
CUST_02036,Male,Yes,36,No,Engineer,5.0,Average,4.0,Cat_5,Casual,Medium,High,Medium,11.8,191.6,2262.2,10.6,35.8,1,75.0,B
CUST_02037,Female,Yes,43,Yes,Doctor,,Average,3.0,,Casual,Low,High,Very High,21.0,273.4,5740.0,9.5,8.5,0,99.2,A
CUST_02038,Male,No,54,Yes,Executive,4.0,Average,3.0,Cat_2,Luxury,Low,Very High,Very High,19.5,334.6,6535.1,3.6,10.3,1,80.0,A
CUST_02039,Male,Yes,57,Yes,Executive,5.0,High,2.0,Cat_6,Luxury,Medium,Very High,Very High,16.3,270.7,4402.4,7.9,21.1,1,97.8,A
CUST_02040,Male,Yes,51,Yes,Executive,4.0,High,1.0,Cat_4,Active,Low,High,Very High,18.4,265.4,4882.2,8.1,19.9,1,,A
CUST_02041,Male,No,18,No,Homemaker,3.0,Low,2.0,Cat_7,Casual,High,Low,High,12.1,60.5,734.4,14.3,31.2,1,51.1,C
CUST_02042,Female,Yes,24,Yes,Engineer,4.0,High,2.0,Cat_6,Active,Medium,Medium,Medium,9.2,121.5,1119.2,11.1,31.4,1,72.8,B
CUST_02043,Male,Yes,24,No,Artist,2.0,Average,2.0,Cat_6,Casual,Medium,Medium,Medium,9.8,168.9,1651.3,6.1,36.2,1,72.6,B
CUST_02044,Male,No,42,Yes,Executive,5.0,High,2.0,Cat_6,Luxury,Medium,High,Very High,20.8,327.4,6795.6,4.6,9.2,1,74.3,A
CUST_02045,Male,No,51,No,Healthcare,4.0,Low,1.0,Cat_6,,High,Very Low,Low,2.7,62.6,168.2,15.4,9.7,0,22.5,D
CUST_02046,Female,Yes,33,Yes,Homemaker,0.0,Average,3.0,Cat_7,Casual,High,Low,Medium,7.5,124.8,936.1,6.0,63.2,0,19.4,C
CUST_02047,Female,Yes,35,Yes,Executive,6.0,Average,2.0,Cat_6,Active,Low,High,High,15.8,237.9,3760.9,8.5,5.7,1,88.3,A
CUST_02048,Female,Yes,18,Yes,Artist,0.0,Low,4.0,Cat_6,Eco-conscious,Very High,Low,Medium,6.0,120.4,719.3,26.4,52.6,0,59.3,C
CUST_02049,Female,Yes,29,Yes,Artist,0.0,High,2.0,Cat_5,Active,Low,High,Medium,9.9,161.2,1594.2,9.2,26.4,1,66.6,B
CUST_02050,Female,No,42,Yes,Executive,4.0,Average,3.0,Cat_6,Luxury,Low,High,High,16.1,255.3,4114.1,2.3,4.1,1,80.5,A
CUST_02051,Female,Yes,31,Yes,Engineer,2.0,High,3.0,Cat_6,Casual,Medium,High,High,12.6,213.9,2695.7,11.5,28.4,1,80.0,B
CUST_02052,Male,Yes,36,Yes,Engineer,5.0,Average,1.0,Cat_3,Casual,Low,Medium,Medium,16.7,182.9,3059.0,7.6,22.5,0,76.5,B
CUST_02053,Male,No,53,Yes,Doctor,4.0,High,2.0,Cat_4,Luxury,Low,Very High,High,13.6,282.1,3840.7,6.9,5.7,1,76.8,A
CUST_02054,Female,No,43,No,Healthcare,4.0,Low,2.0,Cat_4,Budget,High,Low,Very Low,3.6,60.8,216.7,20.2,6.3,0,43.7,D
CUST_02055,Female,Yes,39,Yes,Artist,3.0,Low,3.0,Cat_6,Casual,High,Low,Medium,9.1,104.7,949.5,15.4,47.3,0,64.4,C
CUST_02056,Male,No,25,No,Artist,0.0,Low,4.0,Cat_1,Casual,Very High,Low,Low,8.8,65.1,576.2,28.0,50.0,0,67.7,C
CUST_02057,Female,Yes,33,No,Entertainment,4.0,Low,4.0,Cat_3,Active,Medium,High,Medium,11.0,155.1,1704.5,18.4,29.2,0,66.7,B
CUST_02058,Male,No,45,No,Healthcare,3.0,High,3.0,Cat_3,Active,Medium,High,Medium,10.4,183.6,1905.1,21.8,26.8,0,59.9,B
CUST_02059,Female,Yes,29,Yes,Marketing,7.0,Low,7.0,Cat_6,Casual,High,Low,Medium,8.0,88.9,709.8,20.3,38.8,0,61.7,C
CUST_02060,Male,Yes,50,Yes,Artist,7.0,Average,4.0,Cat_6,Active,Low,High,High,12.5,184.7,2316.2,13.6,32.2,1,71.8,B
CUST_02061,Male,Yes,49,Yes,Doctor,10.0,High,1.0,Cat_6,Luxury,Medium,High,Very High,14.4,183.1,2642.8,9.6,24.5,1,95.3,A
CUST_02062,Female,No,40,Yes,Engineer,2.0,Low,1.0,Cat_3,Casual,High,High,Medium,14.5,175.2,2548.2,16.8,20.5,1,71.5,B
CUST_02063,Female,No,28,No,Homemaker,4.0,Low,,Cat_6,Casual,High,Medium,Medium,5.2,88.5,460.5,17.8,53.9,1,61.2,C
CUST_02064,Female,Yes,28,Yes,Healthcare,9.0,Average,2.0,Cat_3,Active,Low,High,High,7.1,206.0,1464.6,15.2,20.4,0,67.3,B
CUST_02065,Female,No,48,Yes,Doctor,7.0,High,1.0,Cat_6,Luxury,Low,Very High,High,17.2,286.8,4924.9,8.5,12.2,1,97.6,A
CUST_02066,Male,Yes,22,Yes,Healthcare,4.0,Average,3.0,Cat_7,Casual,Very High,Medium,Medium,5.3,67.0,357.1,18.7,53.1,1,47.6,C
CUST_02067,Female,Yes,39,Yes,Executive,9.0,High,1.0,Cat_2,,Low,Very High,Medium,12.7,339.0,4310.1,8.7,13.5,1,72.4,A
CUST_02068,Female,Yes,30,Yes,Artist,5.0,Average,2.0,Cat_3,Casual,Medium,High,High,9.9,133.8,1320.3,12.6,18.1,1,67.8,B
CUST_02069,Female,Yes,40,Yes,Doctor,5.0,High,3.0,Cat_6,Active,Low,High,Medium,14.1,240.7,3382.6,9.5,16.7,1,78.0,A
CUST_02070,Male,No,38,Yes,Engineer,2.0,Average,3.0,Cat_3,Active,Medium,High,High,10.7,137.8,1471.2,15.3,36.8,1,59.9,B
CUST_02071,Female,No,29,Yes,Artist,,Low,6.0,Cat_7,Casual,Very High,Medium,Medium,10.5,82.6,870.9,20.0,56.8,0,61.9,C
CUST_02072,Male,Yes,38,Yes,Artist,0.0,Average,4.0,Cat_6,Active,High,High,Medium,12.7,128.0,1623.4,12.6,30.2,0,72.9,B
CUST_02073,Female,Yes,35,Yes,Artist,2.0,High,1.0,Cat_6,Luxury,Low,Very High,High,10.2,191.7,1953.0,9.2,21.2,1,97.8,A
CUST_02074,Male,Yes,33,No,Lawyer,1.0,Low,1.0,Cat_6,Casual,High,Low,Low,4.2,71.2,299.6,27.7,6.4,0,30.0,D
CUST_02075,Female,Yes,58,Yes,Homemaker,0.0,Average,3.0,,Budget,Very High,Very Low,Low,3.7,35.2,131.1,39.3,18.1,0,26.4,D
CUST_02076,Female,Yes,46,No,Lawyer,0.0,Average,2.0,Cat_4,Budget,Very High,Very Low,Low,3.3,45.5,150.9,25.0,15.8,0,25.6,D
CUST_02077,Male,No,25,Yes,Executive,13.0,Average,2.0,Cat_6,,Low,High,Very High,15.6,333.5,5212.1,6.7,28.7,1,96.8,A
CUST_02078,Male,Yes,53,No,Artist,2.0,Average,3.0,Cat_5,Active,Low,High,Medium,16.2,222.7,3608.3,10.2,19.9,1,69.0,B
CUST_02079,Male,No,57,Yes,Healthcare,0.0,Low,1.0,Cat_6,Budget,Very High,Very Low,Low,2.4,54.8,131.7,55.7,16.3,0,17.4,D
CUST_02080,Female,No,33,Yes,Healthcare,3.0,Low,,,,High,Low,Low,5.8,96.2,560.8,20.3,55.3,1,55.9,C
CUST_02081,Female,Yes,55,Yes,Engineer,11.0,High,1.0,Cat_6,Luxury,Low,Very High,High,16.4,297.6,4869.3,6.4,7.2,1,76.0,A
CUST_02082,Male,Yes,52,No,Lawyer,7.0,Average,3.0,Cat_4,Luxury,Low,Very High,High,16.5,292.8,4825.1,8.1,19.9,1,85.5,A
CUST_02083,Female,Yes,31,Yes,Engineer,5.0,Average,4.0,Cat_6,Casual,High,Medium,High,9.5,141.8,1351.3,6.8,31.2,1,59.4,B
CUST_02084,Male,No,27,No,Healthcare,0.0,Low,1.0,Cat_5,Budget,Very High,Low,Very Low,4.7,97.2,453.9,17.7,10.4,0,13.8,D
CUST_02085,Female,Yes,47,Yes,Entertainment,2.0,High,3.0,Cat_5,,Medium,Medium,High,18.6,137.4,2555.6,13.8,31.8,1,77.6,B
CUST_02086,Female,No,46,Yes,Healthcare,3.0,High,4.0,Cat_6,Active,Medium,High,High,10.1,191.4,1928.0,11.6,37.1,0,74.3,B
CUST_02087,Male,No,46,Yes,Doctor,4.0,High,2.0,Cat_4,Luxury,Low,High,Very High,16.9,358.8,6065.1,6.1,12.0,0,100.0,A
CUST_02088,Female,No,24,Yes,Marketing,0.0,Average,,Cat_6,Casual,High,Low,Medium,11.0,71.9,786.8,13.5,44.1,0,27.3,C
CUST_02089,Male,Yes,34,Yes,Artist,3.0,Low,3.0,Cat_7,Casual,Very High,Medium,Medium,5.1,132.0,670.2,21.3,44.3,0,47.8,C
CUST_02090,Female,Yes,46,Yes,Artist,7.0,Low,3.0,Cat_6,Luxury,Low,High,Medium,9.5,185.4,1760.9,8.4,27.0,1,79.8,B
CUST_02091,Female,Yes,18,No,Marketing,3.0,Low,4.0,Cat_6,Budget,High,Medium,High,6.8,93.0,629.6,12.1,43.9,1,53.6,C
CUST_02092,Male,No,51,No,Homemaker,0.0,Low,3.0,Cat_4,Casual,High,Low,Low,5.6,43.1,239.8,32.0,12.9,1,42.5,D
CUST_02093,Female,No,50,Yes,Doctor,4.0,High,2.0,Cat_2,Luxury,Low,High,Very High,16.1,370.0,5949.4,7.0,19.9,1,99.0,A
CUST_02094,Female,Yes,42,Yes,Entertainment,8.0,Average,2.0,Cat_6,Active,Medium,High,High,11.2,218.8,2441.8,1.7,18.5,0,95.0,B
CUST_02095,Male,Yes,61,Yes,Engineer,3.0,High,1.0,Cat_3,Casual,Medium,High,Medium,13.1,207.2,2706.7,6.6,21.7,1,61.9,B
CUST_02096,Female,No,41,Yes,Homemaker,5.0,Low,5.0,Cat_6,Budget,High,Low,Low,8.6,115.5,992.8,19.9,46.7,0,40.4,C
CUST_02097,Female,Yes,32,No,Engineer,3.0,Low,3.0,Cat_6,Casual,Low,Medium,High,11.0,166.9,1828.6,11.6,22.3,1,87.7,B
CUST_02098,Male,No,40,Yes,Marketing,1.0,Low,5.0,Cat_1,Casual,Very High,Medium,Medium,4.0,103.8,417.0,24.5,50.5,0,54.1,C
CUST_02099,Male,No,33,Yes,Marketing,5.0,Low,2.0,Cat_7,Casual,Very High,Low,Low,11.8,123.0,1450.3,16.7,38.0,0,53.1,C
CUST_02100,Female,No,40,No,Artist,3.0,High,2.0,Cat_5,,Medium,Medium,Medium,10.8,159.6,1716.5,10.0,37.9,0,77.4,B
CUST_02101,Male,No,58,No,Homemaker,0.0,Low,1.0,,Budget,High,Low,Very Low,1.8,71.2,125.1,24.9,4.0,0,27.1,D
CUST_02102,Male,Yes,30,No,Healthcare,6.0,High,1.0,,Active,High,High,Medium,8.6,208.1,1781.7,14.3,44.2,0,79.1,B
CUST_02103,Male,Yes,41,Yes,Executive,0.0,High,2.0,Cat_4,Luxury,Low,Very High,High,21.6,248.9,5373.0,5.7,15.9,1,87.4,A
CUST_02104,Male,No,21,Yes,Healthcare,0.0,Low,2.0,Cat_7,Casual,High,Medium,High,7.2,90.7,651.4,23.0,34.5,1,53.9,C
CUST_02105,Female,No,22,Yes,Healthcare,3.0,Low,4.0,Cat_1,Casual,High,Low,High,6.3,101.0,637.7,3.4,40.7,1,68.9,C
CUST_02106,Female,Yes,49,Yes,Entertainment,6.0,Low,3.0,Cat_3,Active,Low,Medium,Medium,7.5,192.6,1443.0,10.0,16.3,1,66.2,B
CUST_02107,Female,No,51,Yes,Healthcare,1.0,Low,3.0,Cat_5,Budget,Very High,Low,Low,3.0,37.1,112.9,21.1,3.4,0,19.5,D
CUST_02108,Male,No,33,Yes,Artist,1.0,Low,2.0,Cat_5,Budget,High,Low,Very Low,2.3,86.2,194.4,41.6,16.5,0,16.3,D
